### 01100	Metabolic pathways
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU08_0900	K03259

### 04152	AMPK signaling pathway
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU10_1720	K00021
enccu_2934_1:ECU09_1450	K07901
enccu_2934_1:ECU11_1460	K03234
enccu_2934_1:ECU03_0680	K00850
enccu_2934_1:ECU05_0810	K04354

### 04150	mTOR signaling pathway
enccu_2934_1:ECU11_1350	K03259
enccu_2934_1:ECU05_0670	K02991
enccu_2934_1:ECU08_0900	K03259

### 04075	Plant hormone signal transduction

### 04080	Neuroactive ligand-receptor interaction

### 04060	Cytokine-cytokine receptor interaction

### 04512	ECM-receptor interaction

### 04514	Cell adhesion molecules (CAMs)

### 04144	Endocytosis
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU08_0730	K07889
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU03_0330	K00889
enccu_2934_1:ECU11_1180	K01115
enccu_2934_1:ECU04_0680	K07904
enccu_2934_1:ECU08_1690	K12493

### 04145	Phagosome
enccu_2934_1:ECU07_1190	K07374
enccu_2934_1:ECU11_0980	K08517
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU05_0405	K02150
enccu_2934_1:ECU10_1040	K02147
enccu_2934_1:ECU11_1280i	K02145
enccu_2934_1:ECU10_0140	K02149
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU08_0730	K07889
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU05_0885	K07342
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU07_1350	K02155
enccu_2934_1:ECU03_0820i	K07375
enccu_2934_1:ECU03_0305	K02151
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU03_0500	K02148
enccu_2934_1:ECU10_0640	K10413
enccu_2934_1:ECU09_0130	K10956

### 04142	Lysosome
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU07_1350	K02155

### 04146	Peroxisome
enccu_2934_1:ECU11_1080	K04564
enccu_2934_1:ECU06_0940	K07513
enccu_2934_1:ECU09_1780	K00869
enccu_2934_1:ECU10_0910	K01897
enccu_2934_1:ECU10_0890	K01897

### 04140	Regulation of autophagy

### 02030	Bacterial chemotaxis

### 02040	Flagellar assembly

### 04810	Regulation of actin cytoskeleton
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU03_0330	K00889
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692

### 04110	Cell cycle
enccu_2934_1:ECU06_0340	K02209
enccu_2934_1:ECU04_0930	K06636
enccu_2934_1:ECU04_0850	K02540
enccu_2934_1:ECU11_1160	K03350
enccu_2934_1:ECU08_1960	K02214
enccu_2934_1:ECU03_0620	K02216
enccu_2934_1:ECU06_0150	K03353
enccu_2934_1:ECU09_1910	K06669
enccu_2934_1:ECU10_0120	K02214
enccu_2934_1:ECU02_1350	K06620
enccu_2934_1:ECU04_0870	K06671
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU02_1130	K06640
enccu_2934_1:ECU02_1450	K02202
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU03_1030	K02603
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU02_1150	K02212
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU01_0630	K06631
enccu_2934_1:ECU08_0290	K02541
enccu_2934_1:ECU09_1360	K02210
enccu_2934_1:ECU03_1090	K02606
enccu_2934_1:ECU05_0780	K02542
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU10_1130	K02604
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU05_1030	K04802
enccu_2934_1:ECU02_0510	K08866

### 04111	Cell cycle - yeast
enccu_2934_1:ECU03_1030	K02603
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU04_0870	K06671
enccu_2934_1:ECU10_0120	K02214
enccu_2934_1:ECU09_1910	K06669
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU06_0150	K03353
enccu_2934_1:ECU07_0680	K06675
enccu_2934_1:ECU11_1160	K03350
enccu_2934_1:ECU08_1960	K02214
enccu_2934_1:ECU03_0620	K02216
enccu_2934_1:ECU04_0850	K02540
enccu_2934_1:ECU06_0340	K02209
enccu_2934_1:ECU04_0930	K06636
enccu_2934_1:ECU02_0510	K08866
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU10_1130	K02604
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU05_0780	K02542
enccu_2934_1:ECU04_0710	K02555
enccu_2934_1:ECU02_1290	K06676
enccu_2934_1:ECU08_0260	K02220
enccu_2934_1:ECU08_0290	K02541
enccu_2934_1:ECU09_1360	K02210
enccu_2934_1:ECU03_1090	K02606
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU01_1160	K06674
enccu_2934_1:ECU02_1240	K06677
enccu_2934_1:ECU02_1150	K02212
enccu_2934_1:ECU05_0810	K04354

### 04112	Cell cycle - Caulobacter

### 04113	Meiosis - yeast
enccu_2934_1:ECU05_0780	K02542
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU10_1130	K02604
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU02_1150	K02212
enccu_2934_1:ECU03_1090	K02606
enccu_2934_1:ECU08_0290	K02541
enccu_2934_1:ECU09_1360	K02210
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU04_1110	K10878
enccu_2934_1:ECU09_1910	K06669
enccu_2934_1:ECU10_0120	K02214
enccu_2934_1:ECU04_0870	K06671
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU03_1030	K02603
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU04_0930	K06636
enccu_2934_1:ECU06_0340	K02209
enccu_2934_1:ECU04_0850	K02540
enccu_2934_1:ECU03_0620	K02216
enccu_2934_1:ECU08_1960	K02214
enccu_2934_1:ECU11_1160	K03350
enccu_2934_1:ECU06_0150	K03353

### 04114	Oocyte meiosis
enccu_2934_1:ECU01_0630	K06631
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU03_0300	K03094
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU11_1160	K03350
enccu_2934_1:ECU06_0150	K03353
enccu_2934_1:ECU04_0930	K06636
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1910	K06669

### 04210	Apoptosis
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU08_0930	K04739

### 04115	p53 signaling pathway
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU06_0730	K10808
enccu_2934_1:ECU03_0620	K02216
enccu_2934_1:ECU11_0340	K10144
enccu_2934_1:ECU02_1130	K06640

### 04510	Focal adhesion
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU10_0350	K04513

### 04520	Adherens junction
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU10_1200i	K03115

### 04530	Tight junction
enccu_2934_1:ECU04_1000	K10352
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU10_1200i	K03115
enccu_2934_1:ECU06_0780	K06100
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382

### 04540	Gap junction
enccu_2934_1:ECU07_1190	K07374
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU03_0820i	K07375

### 04640	Hematopoietic cell lineage

### 04610	Complement and coagulation cascades

### 04611	Platelet activation
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU01_0460	K05692

### 04620	Toll-like receptor signaling pathway

### 04621	NOD-like receptor signaling pathway
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU05_1160	K12795

### 04622	RIG-I-like receptor signaling pathway
enccu_2934_1:ECU06_0330	K09578

### 04623	Cytosolic DNA-sensing pathway
enccu_2934_1:ECU10_0210	K03025
enccu_2934_1:ECU07_0960	K03013
enccu_2934_1:ECU11_0370	K03021
enccu_2934_1:ECU08_0320	K03014
enccu_2934_1:ECU07_0840	K03016
enccu_2934_1:ECU06_0320	K03007
enccu_2934_1:ECU08_0650	K03022
enccu_2934_1:ECU07_0090	K03018
enccu_2934_1:ECU11_0590	K03020
enccu_2934_1:ECU03_0490	K03019
enccu_2934_1:ECU01_0600	K03027

### 04650	Natural killer cell mediated cytotoxicity

### 04612	Antigen processing and presentation
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU11_0540	K03283

### 04660	T cell receptor signaling pathway
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU10_0350	K04513

### 04662	B cell receptor signaling pathway
enccu_2934_1:ECU07_1270	K03083

### 04664	Fc epsilon RI signaling pathway

### 04666	Fc gamma R-mediated phagocytosis
enccu_2934_1:ECU03_0330	K00889
enccu_2934_1:ECU11_1180	K01115
enccu_2934_1:ECU03_1560	K04393

### 04670	Leukocyte transendothelial migration
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU10_0350	K04513

### 04672	Intestinal immune network for IgA production

### 04062	Chemokine signaling pathway
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_0520	K04345

### 04911	Insulin secretion
enccu_2934_1:ECU07_0520	K04345

### 04910	Insulin signaling pathway
enccu_2934_1:ECU11_1350	K03259
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU08_0930	K04739
enccu_2934_1:ECU08_0900	K03259
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU05_0670	K02991
enccu_2934_1:ECU11_1540	K00844
enccu_2934_1:ECU07_1270	K03083

### 04920	Adipocytokine signaling pathway
enccu_2934_1:ECU10_0910	K01897
enccu_2934_1:ECU10_0890	K01897

### 03320	PPAR signaling pathway
enccu_2934_1:ECU10_0890	K01897
enccu_2934_1:ECU10_0910	K01897
enccu_2934_1:ECU06_0940	K07513

### 04912	GnRH signaling pathway
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU11_1180	K01115
enccu_2934_1:ECU09_1220	K02183

### 04913	Ovarian steroidogenesis
enccu_2934_1:ECU07_0520	K04345

### 04915	Estrogen signaling pathway
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU03_0520	K03283
enccu_2934_1:ECU11_0540	K03283
enccu_2934_1:ECU09_1220	K02183

### 04914	Progesterone-mediated oocyte maturation
enccu_2934_1:ECU06_1430	K03355
enccu_2934_1:ECU01_0630	K06631
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU05_0980	K03357
enccu_2934_1:ECU06_0150	K03353
enccu_2934_1:ECU11_1160	K03350

### 04917	Prolactin signaling pathway
enccu_2934_1:ECU07_1270	K03083

### 04921	Oxytocin signaling pathway
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU11_1460	K03234
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU09_1220	K02183

### 04918	Thyroid hormone synthesis
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU02_0440	K00432

### 04919	Thyroid hormone signaling pathway
enccu_2934_1:ECU11_0190	K11644
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_1430	K06062

### 04916	Melanogenesis
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU09_1220	K02183

### 04614	Renin-angiotensin system

### 04260	Cardiac muscle contraction

### 04261	Adrenergic signaling in cardiomyocytes
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU05_0810	K04354
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU11_0660	K06269

### 04270	Vascular smooth muscle contraction
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_0350	K04513

### 04970	Salivary secretion
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU09_1220	K02183

### 04971	Gastric acid secretion
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU07_0520	K04345

### 04972	Pancreatic secretion
enccu_2934_1:ECU04_0680	K07904
enccu_2934_1:ECU09_1450	K07901
enccu_2934_1:ECU10_0350	K04513

### 04976	Bile secretion
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_1720	K00021

### 04973	Carbohydrate digestion and absorption
enccu_2934_1:ECU11_1540	K00844

### 04974	Protein digestion and absorption

### 04975	Fat digestion and absorption
enccu_2934_1:ECU10_0300	K11155

### 04977	Vitamin digestion and absorption

### 04978	Mineral absorption
enccu_2934_1:ECU06_1380	K00522

### 04962	Vasopressin-regulated water reabsorption
enccu_2934_1:ECU08_0730	K07889
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_0640	K10413
enccu_2934_1:ECU04_0680	K07904
enccu_2934_1:ECU03_1410	K06027

### 04960	Aldosterone-regulated sodium reabsorption

### 04961	Endocrine and other factor-regulated calcium reabsorption
enccu_2934_1:ECU04_0680	K07904
enccu_2934_1:ECU07_0520	K04345

### 04964	Proximal tubule bicarbonate reclamation

### 04966	Collecting duct acid secretion
enccu_2934_1:ECU11_1280i	K02145
enccu_2934_1:ECU10_1040	K02147
enccu_2934_1:ECU10_0140	K02149
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU05_0405	K02150
enccu_2934_1:ECU03_0500	K02148
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU03_0305	K02151
enccu_2934_1:ECU07_1350	K02155

### 04724	Glutamatergic synapse
enccu_2934_1:ECU11_1180	K01115
enccu_2934_1:ECU07_0520	K04345

### 04727	GABAergic synapse
enccu_2934_1:ECU03_1410	K06027
enccu_2934_1:ECU07_0520	K04345

### 04725	Cholinergic synapse
enccu_2934_1:ECU07_0520	K04345

### 04728	Dopaminergic synapse
enccu_2934_1:ECU04_0200	K11584
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU05_0810	K04354

### 04726	Serotonergic synapse
enccu_2934_1:ECU07_0520	K04345

### 04720	Long-term potentiation
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU11_0660	K06269

### 04730	Long-term depression
enccu_2934_1:ECU04_0700	K04382
enccu_2934_1:ECU09_1490	K03456

### 04723	Retrograde endocannabinoid signaling
enccu_2934_1:ECU07_0520	K04345

### 04721	Synaptic vesicle cycle
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU06_1280	K15296
enccu_2934_1:ECU03_0500	K02148
enccu_2934_1:ECU03_0305	K02151
enccu_2934_1:ECU07_1350	K02155
enccu_2934_1:ECU03_1410	K06027
enccu_2934_1:ECU11_1560	K08486
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU02_0430	K15292
enccu_2934_1:ECU09_1790	K02154
enccu_2934_1:ECU11_1280i	K02145
enccu_2934_1:ECU10_1040	K02147
enccu_2934_1:ECU10_0140	K02149
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU05_0405	K02150

### 04722	Neurotrophin signaling pathway
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU07_1270	K03083

### 04744	Phototransduction
enccu_2934_1:ECU09_1220	K02183

### 04745	Phototransduction - fly
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU01_0460	K05692

### 04740	Olfactory transduction
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU09_1220	K02183

### 04742	Taste transduction
enccu_2934_1:ECU07_0520	K04345

### 04750	Inflammatory mediator regulation of TRP channels
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU07_0520	K04345

### 04320	Dorso-ventral axis formation

### 04360	Axon guidance
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU03_1560	K04393

### 04380	Osteoclast differentiation

### 04710	Circadian rhythm
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU03_0300	K03094

### 04713	Circadian entrainment
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU09_1220	K02183

### 04711	Circadian rhythm - fly
enccu_2934_1:ECU07_1270	K03083

### 04712	Circadian rhythm - plant
enccu_2934_1:ECU05_1510	K03097
enccu_2934_1:ECU10_1200i	K03115

### 04626	Plant-pathogen interaction
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU05_1160	K12795

### 05200	Pathways in cancer
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU11_0820	K04482
enccu_2934_1:ECU10_0710	K08737
enccu_2934_1:ECU03_0540	K08735
enccu_2934_1:ECU05_0300	K08734
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU02_1350	K06620

### 05202	Transcriptional misregulation in cancer
enccu_2934_1:ECU03_1460	K11253
enccu_2934_1:ECU08_1080	K12823
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU09_0450	K11253
enccu_2934_1:ECU11_0190	K11644
enccu_2934_1:ECU07_0370	K15620

### 05206	MicroRNAs in cancer
enccu_2934_1:ECU02_1350	K06620
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU01_0940	K10577

### 05205	Proteoglycans in cancer
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU05_0670	K02991
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU08_1080	K12823
enccu_2934_1:ECU11_0660	K06269

### 05204	Chemical carcinogenesis

### 05203	Viral carcinogenesis
enccu_2934_1:ECU06_1100i	K03124
enccu_2934_1:ECU03_0620	K02216
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU09_0640	K00873
enccu_2934_1:ECU04_0490	K10587
enccu_2934_1:ECU02_0450	K03123
enccu_2934_1:ECU03_0580	K11838
enccu_2934_1:ECU09_0440	K11254
enccu_2934_1:ECU06_0350	K03137
enccu_2934_1:ECU07_0880	K03143
enccu_2934_1:ECU04_1440	K03120
enccu_2934_1:ECU07_0220	K03136
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU10_1430	K06062
enccu_2934_1:ECU03_1010	K16197
enccu_2934_1:ECU03_1070	K03122
enccu_2934_1:ECU07_1640	K03062
enccu_2934_1:ECU01_0670	K03144
enccu_2934_1:ECU02_0140	K15306
enccu_2934_1:ECU08_0410	K11252
enccu_2934_1:ECU04_1250	K03363
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU04_0280	K03142

### 05210	Colorectal cancer
enccu_2934_1:ECU10_0350	K04513
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU10_0710	K08737
enccu_2934_1:ECU03_0540	K08735
enccu_2934_1:ECU05_0300	K08734

### 05212	Pancreatic cancer
enccu_2934_1:ECU11_0820	K04482
enccu_2934_1:ECU02_1350	K06620
enccu_2934_1:ECU03_1560	K04393

### 05214	Glioma
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU02_1350	K06620

### 05216	Thyroid cancer

### 05221	Acute myeloid leukemia

### 05220	Chronic myeloid leukemia
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU02_1350	K06620

### 05217	Basal cell carcinoma
enccu_2934_1:ECU07_1270	K03083

### 05218	Melanoma
enccu_2934_1:ECU02_1350	K06620

### 05211	Renal cell carcinoma
enccu_2934_1:ECU01_1095	K03868
enccu_2934_1:ECU03_1560	K04393

### 05219	Bladder cancer
enccu_2934_1:ECU02_1350	K06620

### 05215	Prostate cancer
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU08_1920	K02206
enccu_2934_1:ECU02_1100	K04079
enccu_2934_1:ECU02_1350	K06620

### 05213	Endometrial cancer
enccu_2934_1:ECU05_0300	K08734
enccu_2934_1:ECU07_1270	K03083

### 05222	Small cell lung cancer
enccu_2934_1:ECU02_1350	K06620
enccu_2934_1:ECU10_0480	K01522
enccu_2934_1:ECU08_1920	K02206

### 05223	Non-small cell lung cancer
enccu_2934_1:ECU10_0480	K01522
enccu_2934_1:ECU02_1350	K06620

### 05310	Asthma

### 05322	Systemic lupus erythematosus
enccu_2934_1:ECU09_0450	K11253
enccu_2934_1:ECU08_0410	K11252
enccu_2934_1:ECU02_0720	K11251
enccu_2934_1:ECU01_0545	K11087
enccu_2934_1:ECU03_1460	K11253
enccu_2934_1:ECU09_0680	K11090
enccu_2934_1:ECU09_0440	K11254
enccu_2934_1:ECU03_0840	K11088

### 05323	Rheumatoid arthritis
enccu_2934_1:ECU11_1280i	K02145
enccu_2934_1:ECU10_1040	K02147
enccu_2934_1:ECU06_0190	K03661
enccu_2934_1:ECU10_0140	K02149
enccu_2934_1:ECU03_1120	K02155
enccu_2934_1:ECU05_0405	K02150
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU03_0500	K02148
enccu_2934_1:ECU03_0305	K02151
enccu_2934_1:ECU07_1350	K02155
enccu_2934_1:ECU08_1520	K02146
enccu_2934_1:ECU09_1790	K02154

### 05320	Autoimmune thyroid disease

### 05321	Inflammatory bowel disease (IBD)

### 05330	Allograft rejection

### 05332	Graft-versus-host disease

### 05340	Primary immunodeficiency
enccu_2934_1:ECU10_0530	K03648

### 05010	Alzheimer's disease
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU06_0750	K01408
enccu_2934_1:ECU09_1220	K02183
enccu_2934_1:ECU07_0800	K00134

### 05012	Parkinson's disease
enccu_2934_1:ECU03_0930	K03178
enccu_2934_1:ECU04_0630	K10575
enccu_2934_1:ECU08_0470	K09565
enccu_2934_1:ECU07_0520	K04345

### 05014	Amyotrophic lateral sclerosis (ALS)
enccu_2934_1:ECU06_0480	K11518

### 05016	Huntington's disease
enccu_2934_1:ECU07_0840	K03016
enccu_2934_1:ECU06_0320	K03007
enccu_2934_1:ECU08_0320	K03014
enccu_2934_1:ECU11_0190	K11644
enccu_2934_1:ECU10_0250	K03010
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU08_0470	K09565
enccu_2934_1:ECU05_0275	K03008
enccu_2934_1:ECU04_1440	K03120
enccu_2934_1:ECU11_1400	K03017
enccu_2934_1:ECU11_1080	K04564
enccu_2934_1:ECU03_0290	K03006
enccu_2934_1:ECU07_1750	K03015
enccu_2934_1:ECU08_0765	K03012
enccu_2934_1:ECU07_0960	K03013
enccu_2934_1:ECU06_0600	K03011

### 05020	Prion diseases
enccu_2934_1:ECU07_0520	K04345

### 05030	Cocaine addiction
enccu_2934_1:ECU07_0520	K04345

### 05031	Amphetamine addiction
enccu_2934_1:ECU07_0520	K04345
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU09_1220	K02183

### 05032	Morphine addiction
enccu_2934_1:ECU07_0520	K04345

### 05033	Nicotine addiction

### 05034	Alcoholism
enccu_2934_1:ECU03_1370	K06067
enccu_2934_1:ECU09_0450	K11253
enccu_2934_1:ECU02_0720	K11251
enccu_2934_1:ECU08_0410	K11252
enccu_2934_1:ECU11_0660	K06269
enccu_2934_1:ECU09_0440	K11254
enccu_2934_1:ECU03_1460	K11253
enccu_2934_1:ECU09_1220	K02183

### 05410	Hypertrophic cardiomyopathy (HCM)
enccu_2934_1:ECU01_0460	K05692

### 05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
enccu_2934_1:ECU01_0460	K05692

### 05414	Dilated cardiomyopathy
enccu_2934_1:ECU01_0460	K05692
enccu_2934_1:ECU07_0520	K04345

### 05416	Viral myocarditis
enccu_2934_1:ECU04_1610	K03260
enccu_2934_1:ECU01_0460	K05692

### 04940	Type I diabetes mellitus

### 04930	Type II diabetes mellitus
enccu_2934_1:ECU09_0640	K00873
enccu_2934_1:ECU11_1540	K00844

### 04932	Non-alcoholic fatty liver disease (NAFLD)
enccu_2934_1:ECU03_1560	K04393
enccu_2934_1:ECU07_1270	K03083
enccu_2934_1:ECU11_0930i	K03237

### 04950	Maturity onset diabetes of the young

### 05110	Vibrio cholerae infection
enccu_2934_1:ECU03_0500	K02148
enccu_2934_1:ECU09_0130	K10956
enccu_2934_1:ECU08_0250	K02144
enccu_2934_1:ECU06_1570	K10949
enccu_2934_1:ECU07_1350	K02155
enccu_2934_1:ECU03_0305	K02151
