### 01100	Metabolic pathways
encin_5517_1:Eint_080240	K03014
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_030240	K00889
encin_5517_1:Eint_100300	K04513

### 04110	Cell cycle
encin_5517_1:Eint_060250	K02209
encin_5517_1:Eint_030980	K02606
encin_5517_1:Eint_051020	K03357
encin_5517_1:Eint_101080	K02604
encin_5517_1:Eint_021410	K02202
encin_5517_1:Eint_030900	K16197
encin_5517_1:Eint_040800	K02540
encin_5517_1:Eint_020440	K08866
encin_5517_1:Eint_050800	K02542
encin_5517_1:Eint_011010	K03868
encin_5517_1:Eint_051070	K04802
encin_5517_1:Eint_021310	K06620
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_041230	K03363
encin_5517_1:Eint_031440	K03364
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_091960	K06669
encin_5517_1:Eint_040820	K06671
encin_5517_1:Eint_030190	K03094
encin_5517_1:Eint_080210	K02541
encin_5517_1:Eint_021090	K06640
encin_5517_1:Eint_030920	K02603
encin_5517_1:Eint_040900	K06636
encin_5517_1:Eint_091350	K02210
encin_5517_1:Eint_021110	K02212
encin_5517_1:Eint_111040	K03350
encin_5517_1:Eint_071345	K03358
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_080640	K02180
encin_5517_1:Eint_060050	K03353
encin_5517_1:Eint_081920	K02214
encin_5517_1:Eint_061390	K03355
encin_5517_1:Eint_100040	K02214

### 04111	Cell cycle - yeast
encin_5517_1:Eint_050830	K04354
encin_5517_1:Eint_101080	K02604
encin_5517_1:Eint_060250	K02209
encin_5517_1:Eint_051020	K03357
encin_5517_1:Eint_030980	K02606
encin_5517_1:Eint_011090	K06674
encin_5517_1:Eint_041230	K03363
encin_5517_1:Eint_011010	K03868
encin_5517_1:Eint_040800	K02540
encin_5517_1:Eint_020440	K08866
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_050800	K02542
encin_5517_1:Eint_080180	K02220
encin_5517_1:Eint_030190	K03094
encin_5517_1:Eint_091960	K06669
encin_5517_1:Eint_040820	K06671
encin_5517_1:Eint_040650	K02555
encin_5517_1:Eint_031440	K03364
encin_5517_1:Eint_021250	K06676
encin_5517_1:Eint_071710	K12412
encin_5517_1:Eint_100040	K02214
encin_5517_1:Eint_061390	K03355
encin_5517_1:Eint_060050	K03353
encin_5517_1:Eint_080640	K02180
encin_5517_1:Eint_040640	K04382
encin_5517_1:Eint_081920	K02214
encin_5517_1:Eint_070620	K06675
encin_5517_1:Eint_111040	K03350
encin_5517_1:Eint_091350	K02210
encin_5517_1:Eint_021110	K02212
encin_5517_1:Eint_021200	K06677
encin_5517_1:Eint_071345	K03358
encin_5517_1:Eint_040900	K06636
encin_5517_1:Eint_030920	K02603
encin_5517_1:Eint_080210	K02541

### 04112	Cell cycle - Caulobacter

### 04113	Meiosis - yeast
encin_5517_1:Eint_040820	K06671
encin_5517_1:Eint_091960	K06669
encin_5517_1:Eint_040150	K11584
encin_5517_1:Eint_061390	K03355
encin_5517_1:Eint_100040	K02214
encin_5517_1:Eint_081920	K02214
encin_5517_1:Eint_040640	K04382
encin_5517_1:Eint_060050	K03353
encin_5517_1:Eint_071345	K03358
encin_5517_1:Eint_111040	K03350
encin_5517_1:Eint_021110	K02212
encin_5517_1:Eint_091350	K02210
encin_5517_1:Eint_030920	K02603
encin_5517_1:Eint_040900	K06636
encin_5517_1:Eint_080210	K02541
encin_5517_1:Eint_101080	K02604
encin_5517_1:Eint_051020	K03357
encin_5517_1:Eint_030980	K02606
encin_5517_1:Eint_060250	K02209
encin_5517_1:Eint_041230	K03363
encin_5517_1:Eint_041090	K10878
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_050800	K02542
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_040800	K02540

### 04114	Oocyte meiosis
encin_5517_1:Eint_040900	K06636
encin_5517_1:Eint_111040	K03350
encin_5517_1:Eint_071345	K03358
encin_5517_1:Eint_060050	K03353
encin_5517_1:Eint_040640	K04382
encin_5517_1:Eint_061390	K03355
encin_5517_1:Eint_040150	K11584
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_091960	K06669
encin_5517_1:Eint_030190	K03094
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_011010	K03868
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_041230	K03363
encin_5517_1:Eint_051020	K03357
encin_5517_1:Eint_030900	K16197

### 04210	Apoptosis
encin_5517_1:Eint_080880	K04739

### 04115	p53 signaling pathway
encin_5517_1:Eint_021090	K06640
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_060640	K10808
encin_5517_1:Eint_110160	K10144

### 04510	Focal adhesion
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_031490	K12757

### 04520	Adherens junction
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_101150	K03115
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_051570	K03097

### 04530	Tight junction
encin_5517_1:Eint_110230	K06110
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_060700	K06100
encin_5517_1:Eint_050830	K04354
encin_5517_1:Eint_101150	K03115
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_040640	K04382
encin_5517_1:Eint_031490	K12757
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_051570	K03097
encin_5517_1:Eint_040970	K10352

### 04540	Gap junction
encin_5517_1:Eint_071150	K07374
encin_5517_1:Eint_030710	K07375

### 04640	Hematopoietic cell lineage

### 04610	Complement and coagulation cascades

### 04611	Platelet activation
encin_5517_1:Eint_031490	K12757
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_100300	K04513

### 04620	Toll-like receptor signaling pathway

### 04621	NOD-like receptor signaling pathway
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_051200	K12795

### 04622	RIG-I-like receptor signaling pathway
encin_5517_1:Eint_060240	K09578

### 04623	Cytosolic DNA-sensing pathway
encin_5517_1:Eint_110190	K03021
encin_5517_1:Eint_060230	K03007
encin_5517_1:Eint_070910	K03013
encin_5517_1:Eint_080240	K03014
encin_5517_1:Eint_070020	K03018
encin_5517_1:Eint_030400	K03019
encin_5517_1:Eint_010480	K03027
encin_5517_1:Eint_100150	K03025
encin_5517_1:Eint_110440	K03020
encin_5517_1:Eint_070780	K03016
encin_5517_1:Eint_080590	K03022
encin_5517_1:Eint_100985	K03009

### 04650	Natural killer cell mediated cytotoxicity

### 04612	Antigen processing and presentation
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_030430	K03283

### 04660	T cell receptor signaling pathway
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_031480	K04393

### 04662	B cell receptor signaling pathway
encin_5517_1:Eint_071230	K03083

### 04664	Fc epsilon RI signaling pathway

### 04666	Fc gamma R-mediated phagocytosis
encin_5517_1:Eint_030240	K00889
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_111060	K01115

### 04670	Leukocyte transendothelial migration
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_031490	K12757

### 04672	Intestinal immune network for IgA production

### 04062	Chemokine signaling pathway
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_071230	K03083

### 04911	Insulin secretion

### 04910	Insulin signaling pathway
encin_5517_1:Eint_111430	K00844
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_080880	K04739
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_050690	K02991
encin_5517_1:Eint_111240	K03259
encin_5517_1:Eint_080850	K03259
encin_5517_1:Eint_091500	K02183

### 04920	Adipocytokine signaling pathway
encin_5517_1:Eint_100850	K01897

### 03320	PPAR signaling pathway
encin_5517_1:Eint_060870	K07513
encin_5517_1:Eint_100850	K01897

### 04912	GnRH signaling pathway
encin_5517_1:Eint_111060	K01115
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_091500	K02183

### 04913	Ovarian steroidogenesis

### 04915	Estrogen signaling pathway
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_030430	K03283

### 04914	Progesterone-mediated oocyte maturation
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_051020	K03357
encin_5517_1:Eint_060050	K03353
encin_5517_1:Eint_061390	K03355
encin_5517_1:Eint_071345	K03358
encin_5517_1:Eint_111040	K03350
encin_5517_1:Eint_031440	K03364
encin_5517_1:Eint_081890	K02206

### 04917	Prolactin signaling pathway
encin_5517_1:Eint_071230	K03083

### 04921	Oxytocin signaling pathway
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_111350	K03234
encin_5517_1:Eint_091500	K02183

### 04918	Thyroid hormone synthesis

### 04919	Thyroid hormone signaling pathway
encin_5517_1:Eint_090630	K11404
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_110060	K11644
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_101380	K06062

### 04916	Melanogenesis
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_101560	K00505
encin_5517_1:Eint_091500	K02183

### 04614	Renin-angiotensin system

### 04260	Cardiac muscle contraction

### 04261	Adrenergic signaling in cardiomyocytes
encin_5517_1:Eint_050830	K04354
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_040150	K11584
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_040640	K04382

### 04270	Vascular smooth muscle contraction
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_091500	K02183

### 04970	Salivary secretion
encin_5517_1:Eint_091500	K02183

### 04971	Gastric acid secretion
encin_5517_1:Eint_091500	K02183

### 04972	Pancreatic secretion
encin_5517_1:Eint_091240	K07901
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_040620	K07904

### 04976	Bile secretion
encin_5517_1:Eint_101690	K00021

### 04973	Carbohydrate digestion and absorption
encin_5517_1:Eint_111430	K00844

### 04974	Protein digestion and absorption

### 04975	Fat digestion and absorption
encin_5517_1:Eint_100250	K11155

### 04977	Vitamin digestion and absorption

### 04978	Mineral absorption
encin_5517_1:Eint_061340	K00522

### 04962	Vasopressin-regulated water reabsorption
encin_5517_1:Eint_040620	K07904
encin_5517_1:Eint_031320	K06027
encin_5517_1:Eint_080680	K07889
encin_5517_1:Eint_100580	K10413

### 04960	Aldosterone-regulated sodium reabsorption

### 04961	Endocrine and other factor-regulated calcium reabsorption
encin_5517_1:Eint_040620	K07904
encin_5517_1:Eint_011140	K01528

### 04964	Proximal tubule bicarbonate reclamation

### 04966	Collecting duct acid secretion
encin_5517_1:Eint_031020	K02155
encin_5517_1:Eint_071310	K02155
encin_5517_1:Eint_081490	K02146
encin_5517_1:Eint_091820	K02154
encin_5517_1:Eint_100060	K02149
encin_5517_1:Eint_050390	K02150
encin_5517_1:Eint_111170	K02145
encin_5517_1:Eint_100980	K02147
encin_5517_1:Eint_030200	K02151
encin_5517_1:Eint_030410	K02148

### 04724	Glutamatergic synapse
encin_5517_1:Eint_111060	K01115

### 04727	GABAergic synapse
encin_5517_1:Eint_031320	K06027

### 04725	Cholinergic synapse

### 04728	Dopaminergic synapse
encin_5517_1:Eint_040640	K04382
encin_5517_1:Eint_040150	K11584
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_050830	K04354

### 04726	Serotonergic synapse

### 04720	Long-term potentiation
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_091500	K02183

### 04730	Long-term depression
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_040640	K04382

### 04723	Retrograde endocannabinoid signaling

### 04721	Synaptic vesicle cycle
encin_5517_1:Eint_100980	K02147
encin_5517_1:Eint_080170	K02144
encin_5517_1:Eint_111450	K08486
encin_5517_1:Eint_030200	K02151
encin_5517_1:Eint_030410	K02148
encin_5517_1:Eint_071310	K02155
encin_5517_1:Eint_011140	K01528
encin_5517_1:Eint_031020	K02155
encin_5517_1:Eint_081490	K02146
encin_5517_1:Eint_091820	K02154
encin_5517_1:Eint_031320	K06027
encin_5517_1:Eint_060090	K03661
encin_5517_1:Eint_020360	K15292
encin_5517_1:Eint_061230	K15296
encin_5517_1:Eint_100060	K02149
encin_5517_1:Eint_111170	K02145
encin_5517_1:Eint_050390	K02150

### 04722	Neurotrophin signaling pathway
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_031480	K04393

### 04744	Phototransduction
encin_5517_1:Eint_091500	K02183

### 04745	Phototransduction - fly
encin_5517_1:Eint_091500	K02183

### 04740	Olfactory transduction
encin_5517_1:Eint_091500	K02183

### 04742	Taste transduction

### 04750	Inflammatory mediator regulation of TRP channels
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_091500	K02183

### 04320	Dorso-ventral axis formation

### 04360	Axon guidance
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_100300	K04513

### 04380	Osteoclast differentiation

### 04710	Circadian rhythm
encin_5517_1:Eint_011010	K03868
encin_5517_1:Eint_030190	K03094

### 04713	Circadian entrainment
encin_5517_1:Eint_091500	K02183

### 04711	Circadian rhythm - fly
encin_5517_1:Eint_071230	K03083

### 04712	Circadian rhythm - plant
encin_5517_1:Eint_051570	K03097
encin_5517_1:Eint_101150	K03115

### 04626	Plant-pathogen interaction
encin_5517_1:Eint_051200	K12795
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_091500	K02183

### 05200	Pathways in cancer
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_050280	K08734
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_011010	K03868
encin_5517_1:Eint_021310	K06620
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_030450	K08735
encin_5517_1:Eint_100660	K08737
encin_5517_1:Eint_041432	K03872
encin_5517_1:Eint_110690	K04482
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_031270	K06067

### 05202	Transcriptional misregulation in cancer
encin_5517_1:Eint_090460	K11253
encin_5517_1:Eint_031370	K11253
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_070310	K15620
encin_5517_1:Eint_081080	K12823
encin_5517_1:Eint_110060	K11644

### 05206	MicroRNAs in cancer
encin_5517_1:Eint_021310	K06620
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_010840	K10577

### 05205	Proteoglycans in cancer
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_050690	K02991
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_081080	K12823

### 05204	Chemical carcinogenesis

### 05203	Viral carcinogenesis
encin_5517_1:Eint_070150	K03136
encin_5517_1:Eint_090450	K11254
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_080330	K11252
encin_5517_1:Eint_040220	K03142
encin_5517_1:Eint_070820	K03143
encin_5517_1:Eint_030490	K11838
encin_5517_1:Eint_040430	K10587
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_041450	K03120
encin_5517_1:Eint_010550	K03144
encin_5517_1:Eint_020380	K03123
encin_5517_1:Eint_101380	K06062
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_081490	K02146
encin_5517_1:Eint_071610	K03062
encin_5517_1:Eint_030900	K16197
encin_5517_1:Eint_030960	K03122
encin_5517_1:Eint_060260	K03137
encin_5517_1:Eint_090630	K11404
encin_5517_1:Eint_020060	K15306
encin_5517_1:Eint_061030	K03124
encin_5517_1:Eint_041230	K03363
encin_5517_1:Eint_090600	K00873

### 05210	Colorectal cancer
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_050280	K08734
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_030450	K08735
encin_5517_1:Eint_100660	K08737

### 05212	Pancreatic cancer
encin_5517_1:Eint_110690	K04482
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_021310	K06620

### 05214	Glioma
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_021310	K06620

### 05216	Thyroid cancer

### 05221	Acute myeloid leukemia

### 05220	Chronic myeloid leukemia
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_021310	K06620

### 05217	Basal cell carcinoma
encin_5517_1:Eint_071230	K03083

### 05218	Melanoma
encin_5517_1:Eint_021310	K06620

### 05211	Renal cell carcinoma
encin_5517_1:Eint_011010	K03868
encin_5517_1:Eint_041432	K03872
encin_5517_1:Eint_031480	K04393

### 05219	Bladder cancer
encin_5517_1:Eint_021310	K06620

### 05215	Prostate cancer
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_021060	K04079
encin_5517_1:Eint_021310	K06620
encin_5517_1:Eint_071230	K03083

### 05213	Endometrial cancer
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_050280	K08734

### 05222	Small cell lung cancer
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_100420	K01522
encin_5517_1:Eint_021310	K06620

### 05223	Non-small cell lung cancer
encin_5517_1:Eint_100420	K01522
encin_5517_1:Eint_021310	K06620

### 05310	Asthma

### 05322	Systemic lupus erythematosus
encin_5517_1:Eint_090640	K11090
encin_5517_1:Eint_020670	K11251
encin_5517_1:Eint_030730	K11088
encin_5517_1:Eint_090460	K11253
encin_5517_1:Eint_031370	K11253
encin_5517_1:Eint_090450	K11254
encin_5517_1:Eint_080330	K11252
encin_5517_1:Eint_010420	K11087
encin_5517_1:Eint_080470	K11086

### 05323	Rheumatoid arthritis
encin_5517_1:Eint_071310	K02155
encin_5517_1:Eint_031020	K02155
encin_5517_1:Eint_081490	K02146
encin_5517_1:Eint_091820	K02154
encin_5517_1:Eint_060090	K03661
encin_5517_1:Eint_100060	K02149
encin_5517_1:Eint_050390	K02150
encin_5517_1:Eint_111170	K02145
encin_5517_1:Eint_080170	K02144
encin_5517_1:Eint_100980	K02147
encin_5517_1:Eint_030200	K02151
encin_5517_1:Eint_030410	K02148

### 05320	Autoimmune thyroid disease

### 05321	Inflammatory bowel disease (IBD)

### 05330	Allograft rejection

### 05332	Graft-versus-host disease

### 05340	Primary immunodeficiency
encin_5517_1:Eint_100470	K03648

### 05010	Alzheimer's disease
encin_5517_1:Eint_060670	K01408
encin_5517_1:Eint_070740	K00134
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_091500	K02183

### 05012	Parkinson's disease
encin_5517_1:Eint_040570	K10575
encin_5517_1:Eint_030820	K03178
encin_5517_1:Eint_080390	K09565

### 05014	Amyotrophic lateral sclerosis (ALS)
encin_5517_1:Eint_060400	K11518

### 05016	Huntington's disease
encin_5517_1:Eint_071720	K03015
encin_5517_1:Eint_050250	K03008
encin_5517_1:Eint_110060	K11644
encin_5517_1:Eint_080720	K03012
encin_5517_1:Eint_100985	K03009
encin_5517_1:Eint_041450	K03120
encin_5517_1:Eint_060520	K03011
encin_5517_1:Eint_070780	K03016
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_110960	K04564
encin_5517_1:Eint_100190	K03010
encin_5517_1:Eint_070910	K03013
encin_5517_1:Eint_030180	K03006
encin_5517_1:Eint_060230	K03007
encin_5517_1:Eint_080390	K09565
encin_5517_1:Eint_080240	K03014
encin_5517_1:Eint_111290	K03017

### 05020	Prion diseases

### 05030	Cocaine addiction

### 05031	Amphetamine addiction
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_091500	K02183

### 05032	Morphine addiction

### 05033	Nicotine addiction

### 05034	Alcoholism
encin_5517_1:Eint_020670	K11251
encin_5517_1:Eint_090460	K11253
encin_5517_1:Eint_031370	K11253
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_090630	K11404
encin_5517_1:Eint_080330	K11252
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_090450	K11254
encin_5517_1:Eint_031270	K06067

### 05410	Hypertrophic cardiomyopathy (HCM)

### 05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)

### 05414	Dilated cardiomyopathy

### 05416	Viral myocarditis
encin_5517_1:Eint_041620	K03260

### 04940	Type I diabetes mellitus

### 04930	Type II diabetes mellitus
encin_5517_1:Eint_111430	K00844
encin_5517_1:Eint_090600	K00873

### 04932	Non-alcoholic fatty liver disease (NAFLD)
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_110800	K03237

### 04950	Maturity onset diabetes of the young

### 05110	Vibrio cholerae infection
encin_5517_1:Eint_090910	K09481
encin_5517_1:Eint_080170	K02144
encin_5517_1:Eint_100980	K02147
encin_5517_1:Eint_030200	K02151
encin_5517_1:Eint_050920	K07342
encin_5517_1:Eint_030410	K02148
encin_5517_1:Eint_081490	K02146
encin_5517_1:Eint_071310	K02155
encin_5517_1:Eint_031020	K02155
encin_5517_1:Eint_061540	K10949
encin_5517_1:Eint_091820	K02154
encin_5517_1:Eint_060090	K03661
encin_5517_1:Eint_111170	K02145
encin_5517_1:Eint_050390	K02150
encin_5517_1:Eint_090120	K10956
encin_5517_1:Eint_100060	K02149

### 05111	Vibrio cholerae pathogenic cycle

### 05120	Epithelial cell signaling in Helicobacter pylori infection
encin_5517_1:Eint_030410	K02148
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_030200	K02151
encin_5517_1:Eint_100980	K02147
encin_5517_1:Eint_080170	K02144
encin_5517_1:Eint_100060	K02149
encin_5517_1:Eint_111170	K02145
encin_5517_1:Eint_050390	K02150
encin_5517_1:Eint_060090	K03661
encin_5517_1:Eint_091820	K02154
encin_5517_1:Eint_031020	K02155
encin_5517_1:Eint_071310	K02155
encin_5517_1:Eint_081490	K02146

### 05130	Pathogenic Escherichia coli infection
encin_5517_1:Eint_030630	K11294
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_071150	K07374
encin_5517_1:Eint_030710	K07375

### 05132	Salmonella infection
encin_5517_1:Eint_100580	K10413
encin_5517_1:Eint_031480	K04393

### 05131	Shigellosis
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_091270	K12836

### 05133	Pertussis
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_100300	K04513

### 05134	Legionellosis
encin_5517_1:Eint_110850	K08517
encin_5517_1:Eint_011160	K13525
encin_5517_1:Eint_031340	K07874
encin_5517_1:Eint_050080	K07953
encin_5517_1:Eint_030430	K03283
encin_5517_1:Eint_041080	K03231

### 05150	Staphylococcus aureus infection

### 05152	Tuberculosis
encin_5517_1:Eint_081490	K02146
encin_5517_1:Eint_100300	K04513
encin_5517_1:Eint_071310	K02155
encin_5517_1:Eint_031020	K02155
encin_5517_1:Eint_110390	K04043
encin_5517_1:Eint_080680	K07889
encin_5517_1:Eint_091820	K02154
encin_5517_1:Eint_060090	K03661
encin_5517_1:Eint_091500	K02183
encin_5517_1:Eint_080170	K02144

### 05100	Bacterial invasion of epithelial cells
encin_5517_1:Eint_031480	K04393
encin_5517_1:Eint_011140	K01528
encin_5517_1:Eint_100300	K04513

### 05166	HTLV-I infection
encin_5517_1:Eint_110110	K14290
encin_5517_1:Eint_021090	K06640
encin_5517_1:Eint_100610	K11304
encin_5517_1:Eint_091400	K11304
encin_5517_1:Eint_071345	K03358
encin_5517_1:Eint_111040	K03350
encin_5517_1:Eint_080640	K02180
encin_5517_1:Eint_060050	K03353
encin_5517_1:Eint_041450	K03120
encin_5517_1:Eint_101380	K06062
encin_5517_1:Eint_061390	K03355
encin_5517_1:Eint_090440	K02327
encin_5517_1:Eint_050310	K02325
encin_5517_1:Eint_101160	K02324
encin_5517_1:Eint_111710	K00787
encin_5517_1:Eint_041570	K07936
encin_5517_1:Eint_090300	K11126
encin_5517_1:Eint_051070	K04802
encin_5517_1:Eint_021310	K06620
encin_5517_1:Eint_020060	K15306
encin_5517_1:Eint_041230	K03363
encin_5517_1:Eint_050550	K08874
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_090730	K02328
encin_5517_1:Eint_051020	K03357

### 05162	Measles
encin_5517_1:Eint_051570	K03097
encin_5517_1:Eint_030430	K03283
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_081110	K14753
encin_5517_1:Eint_110800	K03237
encin_5517_1:Eint_101150	K03115
encin_5517_1:Eint_110160	K10144

### 05164	Influenza A
encin_5517_1:Eint_111710	K00787
encin_5517_1:Eint_030430	K03283
encin_5517_1:Eint_040040	K09523
encin_5517_1:Eint_110110	K14290
encin_5517_1:Eint_061520	K14298
encin_5517_1:Eint_110800	K03237
encin_5517_1:Eint_010410	K14396
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_010300	K14404

### 05161	Hepatitis B
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_051070	K04802
encin_5517_1:Eint_021310	K06620
encin_5517_1:Eint_030900	K16197

### 05160	Hepatitis C
encin_5517_1:Eint_050830	K04354
encin_5517_1:Eint_110800	K03237
encin_5517_1:Eint_071230	K03083
encin_5517_1:Eint_091200	K03456
encin_5517_1:Eint_040640	K04382

### 05168	Herpes simplex infection
encin_5517_1:Eint_030180	K03006
encin_5517_1:Eint_110800	K03237
encin_5517_1:Eint_101150	K03115
encin_5517_1:Eint_101070	K03131
encin_5517_1:Eint_110530	K06269
encin_5517_1:Eint_040920	K03127
encin_5517_1:Eint_011270	K03133
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_051570	K03097
encin_5517_1:Eint_030190	K03094
encin_5517_1:Eint_030490	K11838
encin_5517_1:Eint_111640	K03130
encin_5517_1:Eint_041450	K03120
encin_5517_1:Eint_110700	K03134

### 05169	Epstein-Barr virus infection
encin_5517_1:Eint_081930	K03063
encin_5517_1:Eint_100360	K03029
encin_5517_1:Eint_100050	K03063
encin_5517_1:Eint_110110	K14290
encin_5517_1:Eint_070780	K03016
encin_5517_1:Eint_060520	K03011
encin_5517_1:Eint_031270	K06067
encin_5517_1:Eint_041450	K03120
encin_5517_1:Eint_111860	K03039
encin_5517_1:Eint_031230	K03061
encin_5517_1:Eint_020410	K03032
encin_5517_1:Eint_070120	K03064
encin_5517_1:Eint_080590	K03022
encin_5517_1:Eint_100985	K03009
encin_5517_1:Eint_010480	K03027
encin_5517_1:Eint_050250	K03008
encin_5517_1:Eint_070150	K03136
encin_5517_1:Eint_080720	K03012
encin_5517_1:Eint_091880	K03066
encin_5517_1:Eint_081890	K02206
encin_5517_1:Eint_030400	K03019
encin_5517_1:Eint_071720	K03015
encin_5517_1:Eint_051570	K03097
encin_5517_1:Eint_041570	K07936
encin_5517_1:Eint_110440	K03020
encin_5517_1:Eint_030430	K03283
encin_5517_1:Eint_030490	K11838
encin_5517_1:Eint_040250	K03028
encin_5517_1:Eint_100150	K03025
encin_5517_1:Eint_111290	K03017
encin_5517_1:Eint_060260	K03137
encin_5517_1:Eint_051600	K03033
encin_5517_1:Eint_080240	K03014
encin_5517_1:Eint_040350	K03038
encin_5517_1:Eint_070020	K03018
