### 01100	Metabolic pathways
enche_5516_1:EHEL_070040	K03018
enche_5516_1:EHEL_040140	K11584
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_111240	K03259
enche_5516_1:EHEL_021030	K04079
enche_5516_1:EHEL_050750	K02991
enche_5516_1:EHEL_080860	K03259
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_071250	K03083

### 04152	AMPK signaling pathway
enche_5516_1:EHEL_091210	K07901
enche_5516_1:EHEL_100570	K04688
enche_5516_1:EHEL_050890	K04354
enche_5516_1:EHEL_040140	K11584
enche_5516_1:EHEL_101760	K00021
enche_5516_1:EHEL_030590	K00850
enche_5516_1:EHEL_111350	K03234
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_091170	K03456

### 04150	mTOR signaling pathway
enche_5516_1:EHEL_111240	K03259
enche_5516_1:EHEL_050750	K02991
enche_5516_1:EHEL_080860	K03259
enche_5516_1:EHEL_100570	K04688

### 04075	Plant hormone signal transduction

### 04080	Neuroactive ligand-receptor interaction

### 04060	Cytokine-cytokine receptor interaction

### 04512	ECM-receptor interaction

### 04514	Cell adhesion molecules (CAMs)

### 04144	Endocytosis
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_080690	K07889
enche_5516_1:EHEL_111060	K01115
enche_5516_1:EHEL_030230	K00889
enche_5516_1:EHEL_081660	K12493
enche_5516_1:EHEL_040580	K07904
enche_5516_1:EHEL_110420	K12493
enche_5516_1:EHEL_030430	K03283

### 04145	Phagosome
enche_5516_1:EHEL_090110	K10956
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_100640	K10413
enche_5516_1:EHEL_050450	K02150
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_090920	K09481
enche_5516_1:EHEL_111170	K02145
enche_5516_1:EHEL_100590	K00914
enche_5516_1:EHEL_080690	K07889
enche_5516_1:EHEL_081490	K02146
enche_5516_1:EHEL_071170	K07374
enche_5516_1:EHEL_100110	K02149
enche_5516_1:EHEL_030410	K02148
enche_5516_1:EHEL_110860	K08517
enche_5516_1:EHEL_030190	K02151
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_101050	K02147
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_050980	K07342
enche_5516_1:EHEL_030720	K07375

### 04142	Lysosome
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_081490	K02146
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_031040	K02155

### 04146	Peroxisome
enche_5516_1:EHEL_091800	K00869
enche_5516_1:EHEL_100900	K01897
enche_5516_1:EHEL_110960	K04564
enche_5516_1:EHEL_100920	K01897
enche_5516_1:EHEL_060890	K07513

### 04140	Regulation of autophagy
enche_5516_1:EHEL_100590	K00914

### 02030	Bacterial chemotaxis

### 02040	Flagellar assembly

### 04810	Regulation of actin cytoskeleton
enche_5516_1:EHEL_030230	K00889
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_031510	K12757
enche_5516_1:EHEL_100360	K04513

### 04110	Cell cycle
enche_5516_1:EHEL_060070	K03353
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_030910	K16197
enche_5516_1:EHEL_010500	K06631
enche_5516_1:EHEL_100090	K02214
enche_5516_1:EHEL_101150	K02604
enche_5516_1:EHEL_021060	K06640
enche_5516_1:EHEL_080650	K02180
enche_5516_1:EHEL_030990	K02606
enche_5516_1:EHEL_040780	K06671
enche_5516_1:EHEL_031460	K03364
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_060270	K02209
enche_5516_1:EHEL_051130	K04802
enche_5516_1:EHEL_091960	K06669
enche_5516_1:EHEL_091320	K02210
enche_5516_1:EHEL_010980	K03868
enche_5516_1:EHEL_111040	K03350
enche_5516_1:EHEL_030180	K03094
enche_5516_1:EHEL_030930	K02603
enche_5516_1:EHEL_050860	K02542
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_030530	K02216
enche_5516_1:EHEL_021080	K02212
enche_5516_1:EHEL_041180	K03363
enche_5516_1:EHEL_040850	K06636
enche_5516_1:EHEL_061410	K03355
enche_5516_1:EHEL_081910	K02214
enche_5516_1:EHEL_051080	K03357
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_040760	K02540
enche_5516_1:EHEL_020430	K08866
enche_5516_1:EHEL_021380	K02202
enche_5516_1:EHEL_080210	K02541

### 04111	Cell cycle - yeast
enche_5516_1:EHEL_080210	K02541
enche_5516_1:EHEL_040760	K02540
enche_5516_1:EHEL_020430	K08866
enche_5516_1:EHEL_051080	K03357
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_021220	K06676
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_081910	K02214
enche_5516_1:EHEL_061410	K03355
enche_5516_1:EHEL_040850	K06636
enche_5516_1:EHEL_041180	K03363
enche_5516_1:EHEL_021080	K02212
enche_5516_1:EHEL_030530	K02216
enche_5516_1:EHEL_050860	K02542
enche_5516_1:EHEL_030930	K02603
enche_5516_1:EHEL_030180	K03094
enche_5516_1:EHEL_111040	K03350
enche_5516_1:EHEL_010980	K03868
enche_5516_1:EHEL_080180	K02220
enche_5516_1:EHEL_021170	K06677
enche_5516_1:EHEL_011060	K06674
enche_5516_1:EHEL_091320	K02210
enche_5516_1:EHEL_091960	K06669
enche_5516_1:EHEL_060270	K02209
enche_5516_1:EHEL_031460	K03364
enche_5516_1:EHEL_040780	K06671
enche_5516_1:EHEL_080650	K02180
enche_5516_1:EHEL_030990	K02606
enche_5516_1:EHEL_050890	K04354
enche_5516_1:EHEL_040610	K02555
enche_5516_1:EHEL_070650	K06675
enche_5516_1:EHEL_101150	K02604
enche_5516_1:EHEL_100090	K02214
enche_5516_1:EHEL_060070	K03353

### 04112	Cell cycle - Caulobacter

### 04113	Meiosis - yeast
enche_5516_1:EHEL_050860	K02542
enche_5516_1:EHEL_030530	K02216
enche_5516_1:EHEL_021080	K02212
enche_5516_1:EHEL_111040	K03350
enche_5516_1:EHEL_030930	K02603
enche_5516_1:EHEL_041040	K10878
enche_5516_1:EHEL_040760	K02540
enche_5516_1:EHEL_080210	K02541
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_051080	K03357
enche_5516_1:EHEL_061410	K03355
enche_5516_1:EHEL_081910	K02214
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_041180	K03363
enche_5516_1:EHEL_040850	K06636
enche_5516_1:EHEL_101150	K02604
enche_5516_1:EHEL_100090	K02214
enche_5516_1:EHEL_060070	K03353
enche_5516_1:EHEL_091960	K06669
enche_5516_1:EHEL_091320	K02210
enche_5516_1:EHEL_040140	K11584
enche_5516_1:EHEL_060270	K02209
enche_5516_1:EHEL_030990	K02606
enche_5516_1:EHEL_040780	K06671

### 04114	Oocyte meiosis
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_051080	K03357
enche_5516_1:EHEL_061410	K03355
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_041180	K03363
enche_5516_1:EHEL_040850	K06636
enche_5516_1:EHEL_010980	K03868
enche_5516_1:EHEL_111040	K03350
enche_5516_1:EHEL_030180	K03094
enche_5516_1:EHEL_091960	K06669
enche_5516_1:EHEL_040140	K11584
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_010500	K06631
enche_5516_1:EHEL_060070	K03353
enche_5516_1:EHEL_030910	K16197

### 04210	Apoptosis
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_080890	K04739

### 04115	p53 signaling pathway
enche_5516_1:EHEL_030530	K02216
enche_5516_1:EHEL_110170	K10144
enche_5516_1:EHEL_060680	K10808
enche_5516_1:EHEL_021060	K06640
enche_5516_1:EHEL_081880	K02206

### 04510	Focal adhesion
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_031510	K12757
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_100360	K04513

### 04520	Adherens junction
enche_5516_1:EHEL_051640	K03097
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_101220	K03115

### 04530	Tight junction
enche_5516_1:EHEL_060720	K06100
enche_5516_1:EHEL_110240	K06110
enche_5516_1:EHEL_051640	K03097
enche_5516_1:EHEL_040920	K10352
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_101220	K03115
enche_5516_1:EHEL_050890	K04354
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_031510	K12757
enche_5516_1:EHEL_040600	K04382

### 04540	Gap junction
enche_5516_1:EHEL_030720	K07375
enche_5516_1:EHEL_071170	K07374

### 04640	Hematopoietic cell lineage

### 04610	Complement and coagulation cascades

### 04611	Platelet activation
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_031510	K12757
enche_5516_1:EHEL_100360	K04513

### 04620	Toll-like receptor signaling pathway

### 04621	NOD-like receptor signaling pathway
enche_5516_1:EHEL_021030	K04079
enche_5516_1:EHEL_051260	K12795

### 04622	RIG-I-like receptor signaling pathway
enche_5516_1:EHEL_060260	K09578

### 04623	Cytosolic DNA-sensing pathway
enche_5516_1:EHEL_080600	K03022
enche_5516_1:EHEL_110460	K03020
enche_5516_1:EHEL_030400	K03019
enche_5516_1:EHEL_100200	K03025
enche_5516_1:EHEL_080240	K03014
enche_5516_1:EHEL_060250	K03007
enche_5516_1:EHEL_070940	K03013
enche_5516_1:EHEL_010470	K03027
enche_5516_1:EHEL_070040	K03018
enche_5516_1:EHEL_110200	K03021
enche_5516_1:EHEL_070810	K03016

### 04650	Natural killer cell mediated cytotoxicity
enche_5516_1:EHEL_080080	K06268

### 04612	Antigen processing and presentation
enche_5516_1:EHEL_021030	K04079
enche_5516_1:EHEL_030430	K03283

### 04660	T cell receptor signaling pathway
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_080080	K06268

### 04662	B cell receptor signaling pathway
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_071250	K03083

### 04664	Fc epsilon RI signaling pathway

### 04666	Fc gamma R-mediated phagocytosis
enche_5516_1:EHEL_030230	K00889
enche_5516_1:EHEL_111060	K01115
enche_5516_1:EHEL_100570	K04688

### 04670	Leukocyte transendothelial migration
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_031510	K12757

### 04672	Intestinal immune network for IgA production

### 04062	Chemokine signaling pathway
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_100360	K04513

### 04911	Insulin secretion

### 04910	Insulin signaling pathway
enche_5516_1:EHEL_080890	K04739
enche_5516_1:EHEL_111430	K00844
enche_5516_1:EHEL_100570	K04688
enche_5516_1:EHEL_111240	K03259
enche_5516_1:EHEL_050750	K02991
enche_5516_1:EHEL_080860	K03259
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_091470	K02183

### 04920	Adipocytokine signaling pathway
enche_5516_1:EHEL_100900	K01897
enche_5516_1:EHEL_100920	K01897

### 03320	PPAR signaling pathway
enche_5516_1:EHEL_100900	K01897
enche_5516_1:EHEL_100920	K01897
enche_5516_1:EHEL_060890	K07513

### 04912	GnRH signaling pathway
enche_5516_1:EHEL_111060	K01115
enche_5516_1:EHEL_091470	K02183

### 04913	Ovarian steroidogenesis

### 04915	Estrogen signaling pathway
enche_5516_1:EHEL_030430	K03283
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_021030	K04079

### 04914	Progesterone-mediated oocyte maturation
enche_5516_1:EHEL_111040	K03350
enche_5516_1:EHEL_021030	K04079
enche_5516_1:EHEL_061410	K03355
enche_5516_1:EHEL_051080	K03357
enche_5516_1:EHEL_060070	K03353
enche_5516_1:EHEL_010500	K06631
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_031460	K03364

### 04917	Prolactin signaling pathway
enche_5516_1:EHEL_071250	K03083

### 04921	Oxytocin signaling pathway
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_111350	K03234

### 04918	Thyroid hormone synthesis

### 04919	Thyroid hormone signaling pathway
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_110070	K11644
enche_5516_1:EHEL_101450	K06062
enche_5516_1:EHEL_090640	K11404

### 04916	Melanogenesis
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_101630	K00505

### 04614	Renin-angiotensin system

### 04260	Cardiac muscle contraction

### 04261	Adrenergic signaling in cardiomyocytes
enche_5516_1:EHEL_050890	K04354
enche_5516_1:EHEL_040140	K11584
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_040600	K04382

### 04270	Vascular smooth muscle contraction
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_100360	K04513

### 04970	Salivary secretion
enche_5516_1:EHEL_091470	K02183

### 04971	Gastric acid secretion
enche_5516_1:EHEL_091470	K02183

### 04972	Pancreatic secretion
enche_5516_1:EHEL_040580	K07904
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_091210	K07901

### 04976	Bile secretion
enche_5516_1:EHEL_101760	K00021

### 04973	Carbohydrate digestion and absorption
enche_5516_1:EHEL_111430	K00844

### 04974	Protein digestion and absorption

### 04975	Fat digestion and absorption
enche_5516_1:EHEL_100300	K11155

### 04977	Vitamin digestion and absorption

### 04978	Mineral absorption
enche_5516_1:EHEL_061360	K00522

### 04962	Vasopressin-regulated water reabsorption
enche_5516_1:EHEL_040580	K07904
enche_5516_1:EHEL_031340	K06027
enche_5516_1:EHEL_080690	K07889
enche_5516_1:EHEL_100640	K10413

### 04960	Aldosterone-regulated sodium reabsorption

### 04961	Endocrine and other factor-regulated calcium reabsorption
enche_5516_1:EHEL_040580	K07904

### 04964	Proximal tubule bicarbonate reclamation

### 04966	Collecting duct acid secretion
enche_5516_1:EHEL_030410	K02148
enche_5516_1:EHEL_100110	K02149
enche_5516_1:EHEL_081490	K02146
enche_5516_1:EHEL_111170	K02145
enche_5516_1:EHEL_050450	K02150
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_101050	K02147
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_030190	K02151

### 04724	Glutamatergic synapse
enche_5516_1:EHEL_111060	K01115
enche_5516_1:EHEL_080080	K06268

### 04727	GABAergic synapse
enche_5516_1:EHEL_031340	K06027

### 04725	Cholinergic synapse

### 04728	Dopaminergic synapse
enche_5516_1:EHEL_040140	K11584
enche_5516_1:EHEL_050890	K04354
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_040600	K04382
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_091170	K03456

### 04726	Serotonergic synapse

### 04720	Long-term potentiation
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_110540	K06269

### 04730	Long-term depression
enche_5516_1:EHEL_091170	K03456
enche_5516_1:EHEL_040600	K04382

### 04723	Retrograde endocannabinoid signaling

### 04721	Synaptic vesicle cycle
enche_5516_1:EHEL_111450	K08486
enche_5516_1:EHEL_030190	K02151
enche_5516_1:EHEL_020350	K15292
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_101050	K02147
enche_5516_1:EHEL_031340	K06027
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_111170	K02145
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_050450	K02150
enche_5516_1:EHEL_061250	K15296
enche_5516_1:EHEL_100110	K02149
enche_5516_1:EHEL_030410	K02148
enche_5516_1:EHEL_081490	K02146

### 04722	Neurotrophin signaling pathway
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_071250	K03083

### 04744	Phototransduction
enche_5516_1:EHEL_091470	K02183

### 04745	Phototransduction - fly
enche_5516_1:EHEL_091470	K02183

### 04740	Olfactory transduction
enche_5516_1:EHEL_091470	K02183

### 04742	Taste transduction

### 04750	Inflammatory mediator regulation of TRP channels
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_091470	K02183

### 04320	Dorso-ventral axis formation

### 04360	Axon guidance
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_080080	K06268

### 04380	Osteoclast differentiation
enche_5516_1:EHEL_080080	K06268

### 04710	Circadian rhythm
enche_5516_1:EHEL_030180	K03094
enche_5516_1:EHEL_010980	K03868

### 04713	Circadian entrainment
enche_5516_1:EHEL_091470	K02183

### 04711	Circadian rhythm - fly
enche_5516_1:EHEL_071250	K03083

### 04712	Circadian rhythm - plant
enche_5516_1:EHEL_051640	K03097
enche_5516_1:EHEL_101220	K03115

### 04626	Plant-pathogen interaction
enche_5516_1:EHEL_051260	K12795
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_021030	K04079

### 05200	Pathways in cancer
enche_5516_1:EHEL_050340	K08734
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_010980	K03868
enche_5516_1:EHEL_030450	K08735
enche_5516_1:EHEL_110700	K04482
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_021030	K04079
enche_5516_1:EHEL_100710	K08737
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_081880	K02206

### 05202	Transcriptional misregulation in cancer
enche_5516_1:EHEL_081070	K12823
enche_5516_1:EHEL_101490	K09355
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_090450	K11253
enche_5516_1:EHEL_110070	K11644
enche_5516_1:EHEL_070340	K15620
enche_5516_1:EHEL_031390	K11253

### 05206	MicroRNAs in cancer
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_091770	K11430
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_010810	K10577

### 05205	Proteoglycans in cancer
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_100570	K04688
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_050750	K02991
enche_5516_1:EHEL_081070	K12823

### 05204	Chemical carcinogenesis

### 05203	Viral carcinogenesis
enche_5516_1:EHEL_030490	K11838
enche_5516_1:EHEL_101450	K06062
enche_5516_1:EHEL_090610	K00873
enche_5516_1:EHEL_030970	K03122
enche_5516_1:EHEL_010530	K03144
enche_5516_1:EHEL_071620	K03062
enche_5516_1:EHEL_030530	K02216
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_041180	K03363
enche_5516_1:EHEL_090440	K11254
enche_5516_1:EHEL_020080	K15306
enche_5516_1:EHEL_041410	K03120
enche_5516_1:EHEL_080330	K11252
enche_5516_1:EHEL_030910	K16197
enche_5516_1:EHEL_040210	K03142
enche_5516_1:EHEL_070170	K03136
enche_5516_1:EHEL_060280	K03137
enche_5516_1:EHEL_070850	K03143
enche_5516_1:EHEL_081490	K02146
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_020370	K03123
enche_5516_1:EHEL_040430	K10587
enche_5516_1:EHEL_090640	K11404
enche_5516_1:EHEL_061040	K03124

### 05210	Colorectal cancer
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_100710	K08737
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_030450	K08735
enche_5516_1:EHEL_050340	K08734

### 05212	Pancreatic cancer
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_110700	K04482

### 05214	Glioma
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_091470	K02183

### 05216	Thyroid cancer

### 05221	Acute myeloid leukemia
enche_5516_1:EHEL_100570	K04688

### 05220	Chronic myeloid leukemia
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_031290	K06067

### 05217	Basal cell carcinoma
enche_5516_1:EHEL_071250	K03083

### 05218	Melanoma
enche_5516_1:EHEL_021280	K06620

### 05211	Renal cell carcinoma
enche_5516_1:EHEL_010980	K03868

### 05219	Bladder cancer
enche_5516_1:EHEL_021280	K06620

### 05215	Prostate cancer
enche_5516_1:EHEL_021030	K04079
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_021280	K06620

### 05213	Endometrial cancer
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_050340	K08734

### 05222	Small cell lung cancer
enche_5516_1:EHEL_081880	K02206
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_100480	K01522

### 05223	Non-small cell lung cancer
enche_5516_1:EHEL_021280	K06620
enche_5516_1:EHEL_100480	K01522

### 05310	Asthma

### 05322	Systemic lupus erythematosus
enche_5516_1:EHEL_080330	K11252
enche_5516_1:EHEL_080470	K11086
enche_5516_1:EHEL_090440	K11254
enche_5516_1:EHEL_090450	K11253
enche_5516_1:EHEL_010410	K11087
enche_5516_1:EHEL_090650	K11090
enche_5516_1:EHEL_030740	K11088
enche_5516_1:EHEL_020640	K11251
enche_5516_1:EHEL_031390	K11253

### 05323	Rheumatoid arthritis
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_111170	K02145
enche_5516_1:EHEL_050450	K02150
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_100110	K02149
enche_5516_1:EHEL_030410	K02148
enche_5516_1:EHEL_081490	K02146
enche_5516_1:EHEL_030190	K02151
enche_5516_1:EHEL_101050	K02147
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_091820	K02154

### 05320	Autoimmune thyroid disease

### 05321	Inflammatory bowel disease (IBD)

### 05330	Allograft rejection

### 05332	Graft-versus-host disease

### 05340	Primary immunodeficiency
enche_5516_1:EHEL_100530	K03648

### 05010	Alzheimer's disease
enche_5516_1:EHEL_070770	K00134
enche_5516_1:EHEL_071250	K03083
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_060690	K01408

### 05012	Parkinson's disease
enche_5516_1:EHEL_030830	K03178
enche_5516_1:EHEL_040530	K10575

### 05014	Amyotrophic lateral sclerosis (ALS)
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_060430	K11518

### 05016	Huntington's disease
enche_5516_1:EHEL_080730	K03012
enche_5516_1:EHEL_070940	K03013
enche_5516_1:EHEL_041410	K03120
enche_5516_1:EHEL_060250	K03007
enche_5516_1:EHEL_100240	K03010
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_070810	K03016
enche_5516_1:EHEL_060550	K03011
enche_5516_1:EHEL_110070	K11644
enche_5516_1:EHEL_030170	K03006
enche_5516_1:EHEL_050310	K03008
enche_5516_1:EHEL_111290	K03017
enche_5516_1:EHEL_071730	K03015
enche_5516_1:EHEL_110960	K04564
enche_5516_1:EHEL_080240	K03014

### 05020	Prion diseases

### 05030	Cocaine addiction

### 05031	Amphetamine addiction
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_110540	K06269

### 05032	Morphine addiction

### 05033	Nicotine addiction

### 05034	Alcoholism
enche_5516_1:EHEL_110540	K06269
enche_5516_1:EHEL_090440	K11254
enche_5516_1:EHEL_080330	K11252
enche_5516_1:EHEL_091470	K02183
enche_5516_1:EHEL_031290	K06067
enche_5516_1:EHEL_090450	K11253
enche_5516_1:EHEL_090640	K11404
enche_5516_1:EHEL_031390	K11253
enche_5516_1:EHEL_020640	K11251

### 05410	Hypertrophic cardiomyopathy (HCM)

### 05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)

### 05414	Dilated cardiomyopathy

### 05416	Viral myocarditis
enche_5516_1:EHEL_041580	K03260

### 04940	Type I diabetes mellitus

### 04930	Type II diabetes mellitus
enche_5516_1:EHEL_090610	K00873
enche_5516_1:EHEL_111430	K00844

### 04932	Non-alcoholic fatty liver disease (NAFLD)
enche_5516_1:EHEL_110810	K03237
enche_5516_1:EHEL_071250	K03083

### 04950	Maturity onset diabetes of the young

### 05110	Vibrio cholerae infection
enche_5516_1:EHEL_030190	K02151
enche_5516_1:EHEL_050980	K07342
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_101050	K02147
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_090920	K09481
enche_5516_1:EHEL_111170	K02145
enche_5516_1:EHEL_090110	K10956
enche_5516_1:EHEL_061560	K10949
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_050450	K02150
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_030410	K02148
enche_5516_1:EHEL_100110	K02149
enche_5516_1:EHEL_081490	K02146

### 05111	Vibrio cholerae pathogenic cycle

### 05120	Epithelial cell signaling in Helicobacter pylori infection
enche_5516_1:EHEL_030190	K02151
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_101050	K02147
enche_5516_1:EHEL_111170	K02145
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_050450	K02150
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_100110	K02149
enche_5516_1:EHEL_030410	K02148
enche_5516_1:EHEL_081490	K02146

### 05130	Pathogenic Escherichia coli infection
enche_5516_1:EHEL_030640	K11294
enche_5516_1:EHEL_071170	K07374
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_030720	K07375

### 05132	Salmonella infection
enche_5516_1:EHEL_100640	K10413

### 05131	Shigellosis
enche_5516_1:EHEL_091240	K12836

### 05133	Pertussis
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_091470	K02183

### 05134	Legionellosis
enche_5516_1:EHEL_030430	K03283
enche_5516_1:EHEL_011130	K13525
enche_5516_1:EHEL_050140	K07953
enche_5516_1:EHEL_041030	K03231
enche_5516_1:EHEL_110860	K08517
enche_5516_1:EHEL_031360	K07874

### 05150	Staphylococcus aureus infection

### 05152	Tuberculosis
enche_5516_1:EHEL_110410	K04043
enche_5516_1:EHEL_081490	K02146
enche_5516_1:EHEL_080170	K02144
enche_5516_1:EHEL_100360	K04513
enche_5516_1:EHEL_100590	K00914
enche_5516_1:EHEL_080690	K07889
enche_5516_1:EHEL_060110	K03661
enche_5516_1:EHEL_071330	K02155
enche_5516_1:EHEL_091820	K02154
enche_5516_1:EHEL_031040	K02155
enche_5516_1:EHEL_080080	K06268
enche_5516_1:EHEL_091470	K02183

### 05100	Bacterial invasion of epithelial cells
enche_5516_1:EHEL_100360	K04513

### 05166	HTLV-I infection
enche_5516_1:EHEL_050610	K08874
enche_5516_1:EHEL_050370	K02325
enche_5516_1:EHEL_021280	K06620
