### 01100	Metabolic pathways
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_101120	K12795

### 04622	RIG-I-like receptor signaling pathway
nosce_4242_1:NCER_100963	K09578

### 04623	Cytosolic DNA-sensing pathway
nosce_4242_1:NCER_100268	K03027
nosce_4242_1:NCER_100370	K03019
nosce_4242_1:NCER_101107	K03018
nosce_4242_1:NCER_100041	K03021
nosce_4242_1:NCER_101022	K03022
nosce_4242_1:NCER_102312	K03007
nosce_4242_1:NCER_102232	K03013
nosce_4242_1:NCER_100585	K03025

### 04650	Natural killer cell mediated cytotoxicity

### 04612	Antigen processing and presentation
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_101385	K08066
nosce_4242_1:NCER_102023	K03283

### 04660	T cell receptor signaling pathway
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100146	K04393

### 04662	B cell receptor signaling pathway
nosce_4242_1:NCER_100734	K03083

### 04664	Fc epsilon RI signaling pathway

### 04666	Fc gamma R-mediated phagocytosis
nosce_4242_1:NCER_100850	K00889
nosce_4242_1:NCER_100589	K05765
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_101503	K18050

### 04670	Leukocyte transendothelial migration
nosce_4242_1:NCER_100141	K12757
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692

### 04672	Intestinal immune network for IgA production

### 04062	Chemokine signaling pathway
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100588	K04513

### 04911	Insulin secretion

### 04910	Insulin signaling pathway
nosce_4242_1:NCER_100917	K02991
nosce_4242_1:NCER_101108	K00844
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101220	K04739
nosce_4242_1:NCER_100991	K03259
nosce_4242_1:NCER_101258	K03259

### 04920	Adipocytokine signaling pathway
nosce_4242_1:NCER_101315	K01897

### 03320	PPAR signaling pathway
nosce_4242_1:NCER_101355	K07513
nosce_4242_1:NCER_101315	K01897

### 04912	GnRH signaling pathway
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100146	K04393

### 04913	Ovarian steroidogenesis

### 04915	Estrogen signaling pathway
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_102023	K03283

### 04914	Progesterone-mediated oocyte maturation
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_100270	K06631
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_100153	K03364

### 04917	Prolactin signaling pathway
nosce_4242_1:NCER_100734	K03083

### 04921	Oxytocin signaling pathway
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100085	K03234
nosce_4242_1:NCER_100657	K06269

### 04918	Thyroid hormone synthesis
nosce_4242_1:NCER_101139	K00432
nosce_4242_1:NCER_101140	K00432

### 04919	Thyroid hormone signaling pathway
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100020	K11644
nosce_4242_1:NCER_100381	K11404
nosce_4242_1:NCER_100616	K06062

### 04916	Melanogenesis
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100734	K03083

### 04614	Renin-angiotensin system

### 04260	Cardiac muscle contraction

### 04261	Adrenergic signaling in cardiomyocytes
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100430	K11584

### 04270	Vascular smooth muscle contraction
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101503	K18050

### 04970	Salivary secretion
nosce_4242_1:NCER_100397	K02183

### 04971	Gastric acid secretion
nosce_4242_1:NCER_100397	K02183

### 04972	Pancreatic secretion
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100439	K07904

### 04976	Bile secretion
nosce_4242_1:NCER_100738	K00021

### 04973	Carbohydrate digestion and absorption
nosce_4242_1:NCER_101108	K00844

### 04974	Protein digestion and absorption

### 04975	Fat digestion and absorption
nosce_4242_1:NCER_100059	K11155

### 04977	Vitamin digestion and absorption

### 04978	Mineral absorption

### 04962	Vasopressin-regulated water reabsorption
nosce_4242_1:NCER_100310	K10413
nosce_4242_1:NCER_100455	K06027
nosce_4242_1:NCER_100439	K07904
nosce_4242_1:NCER_100724	K07889

### 04960	Aldosterone-regulated sodium reabsorption

### 04961	Endocrine and other factor-regulated calcium reabsorption
nosce_4242_1:NCER_100439	K07904

### 04964	Proximal tubule bicarbonate reclamation

### 04966	Collecting duct acid secretion
nosce_4242_1:NCER_101494	K02151
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_102049	K02147
nosce_4242_1:NCER_101294	K02145
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_102135	K02155
nosce_4242_1:NCER_101379	K02150
nosce_4242_1:NCER_100067	K02149

### 04724	Glutamatergic synapse

### 04727	GABAergic synapse
nosce_4242_1:NCER_100455	K06027

### 04725	Cholinergic synapse

### 04728	Dopaminergic synapse
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100430	K11584

### 04726	Serotonergic synapse

### 04720	Long-term potentiation
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100397	K02183

### 04730	Long-term depression
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_100437	K04382

### 04723	Retrograde endocannabinoid signaling

### 04721	Synaptic vesicle cycle
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_101294	K02145
nosce_4242_1:NCER_102135	K02155
nosce_4242_1:NCER_101567	K15296
nosce_4242_1:NCER_101494	K02151
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_100455	K06027
nosce_4242_1:NCER_102049	K02147
nosce_4242_1:NCER_100091	K08486
nosce_4242_1:NCER_101379	K02150
nosce_4242_1:NCER_100067	K02149
nosce_4242_1:NCER_102207	K02144

### 04722	Neurotrophin signaling pathway
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100734	K03083

### 04744	Phototransduction
nosce_4242_1:NCER_100397	K02183

### 04745	Phototransduction - fly
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_101664	K05692

### 04740	Olfactory transduction
nosce_4242_1:NCER_100397	K02183

### 04742	Taste transduction

### 04750	Inflammatory mediator regulation of TRP channels
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101503	K18050

### 04320	Dorso-ventral axis formation

### 04360	Axon guidance
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100589	K05765
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100734	K03083

### 04380	Osteoclast differentiation

### 04710	Circadian rhythm
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_101168	K03868

### 04713	Circadian entrainment
nosce_4242_1:NCER_100397	K02183

### 04711	Circadian rhythm - fly
nosce_4242_1:NCER_100734	K03083

### 04712	Circadian rhythm - plant
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_100750	K03097

### 04626	Plant-pathogen interaction
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_101120	K12795

### 05200	Pathways in cancer
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100600	K08735
nosce_4242_1:NCER_101770	K08737
nosce_4242_1:NCER_100082	K08734
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100414	K04482

### 05202	Transcriptional misregulation in cancer
nosce_4242_1:NCER_100020	K11644
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_100435	K11253
nosce_4242_1:NCER_100467	K11253
nosce_4242_1:NCER_100895	K12823

### 05206	MicroRNAs in cancer
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100220	K11430
nosce_4242_1:NCER_101503	K18050
nosce_4242_1:NCER_101603	K10577
nosce_4242_1:NCER_100588	K04513

### 05205	Proteoglycans in cancer
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100895	K12823
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100917	K02991

### 05204	Chemical carcinogenesis

### 05203	Viral carcinogenesis
nosce_4242_1:NCER_100934	K03144
nosce_4242_1:NCER_100811	K11252
nosce_4242_1:NCER_100381	K11404
nosce_4242_1:NCER_101944	K10587
nosce_4242_1:NCER_100383	K00873
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_100616	K06062
nosce_4242_1:NCER_101348	K16197
nosce_4242_1:NCER_100338	K03124
nosce_4242_1:NCER_100681	K03136
nosce_4242_1:NCER_100001	K03142
nosce_4242_1:NCER_102329	K15306
nosce_4242_1:NCER_101199	K03122
nosce_4242_1:NCER_102096	K03062
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_102344	K03120
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_101372	K03123
nosce_4242_1:NCER_101487	K11838
nosce_4242_1:NCER_100965	K03137
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101336	K02216

### 05210	Colorectal cancer
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100082	K08734
nosce_4242_1:NCER_100600	K08735
nosce_4242_1:NCER_101770	K08737

### 05212	Pancreatic cancer
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100414	K04482

### 05214	Glioma
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100397	K02183

### 05216	Thyroid cancer

### 05221	Acute myeloid leukemia

### 05220	Chronic myeloid leukemia
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_100500	K06620

### 05217	Basal cell carcinoma
nosce_4242_1:NCER_100734	K03083

### 05218	Melanoma
nosce_4242_1:NCER_100500	K06620

### 05211	Renal cell carcinoma
nosce_4242_1:NCER_101168	K03868
nosce_4242_1:NCER_100146	K04393

### 05219	Bladder cancer
nosce_4242_1:NCER_100500	K06620

### 05215	Prostate cancer
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_101194	K04079
nosce_4242_1:NCER_100734	K03083

### 05213	Endometrial cancer
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100082	K08734

### 05222	Small cell lung cancer
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100351	K01522

### 05223	Non-small cell lung cancer
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100351	K01522

### 05310	Asthma

### 05322	Systemic lupus erythematosus
nosce_4242_1:NCER_100435	K11253
nosce_4242_1:NCER_100467	K11253
nosce_4242_1:NCER_101574	K11090
nosce_4242_1:NCER_100811	K11252

### 05323	Rheumatoid arthritis
nosce_4242_1:NCER_101379	K02150
nosce_4242_1:NCER_102207	K02144
nosce_4242_1:NCER_100067	K02149
nosce_4242_1:NCER_101494	K02151
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_102049	K02147
nosce_4242_1:NCER_101294	K02145
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_102135	K02155

### 05320	Autoimmune thyroid disease

### 05321	Inflammatory bowel disease (IBD)

### 05330	Allograft rejection

### 05332	Graft-versus-host disease

### 05340	Primary immunodeficiency
nosce_4242_1:NCER_100356	K03648

### 05010	Alzheimer's disease
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100557	K08852
nosce_4242_1:NCER_101501	K00134

### 05012	Parkinson's disease
nosce_4242_1:NCER_100442	K10575
nosce_4242_1:NCER_100492	K04555
nosce_4242_1:NCER_101517	K03178

### 05014	Amyotrophic lateral sclerosis (ALS)
nosce_4242_1:NCER_100882	K11518

### 05016	Huntington's disease
nosce_4242_1:NCER_100020	K11644
nosce_4242_1:NCER_101277	K03008
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_101719	K03006
nosce_4242_1:NCER_101623	K03015
nosce_4242_1:NCER_102344	K03120
nosce_4242_1:NCER_100401	K03012
nosce_4242_1:NCER_102312	K03007
nosce_4242_1:NCER_102232	K03013
nosce_4242_1:NCER_101243	K03011
nosce_4242_1:NCER_100641	K04564
nosce_4242_1:NCER_100983	K03010

### 05020	Prion diseases

### 05030	Cocaine addiction

### 05031	Amphetamine addiction
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100657	K06269

### 05032	Morphine addiction

### 05033	Nicotine addiction

### 05034	Alcoholism
nosce_4242_1:NCER_100451	K06067
nosce_4242_1:NCER_100435	K11253
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_100467	K11253
nosce_4242_1:NCER_100811	K11252
nosce_4242_1:NCER_100381	K11404

### 05410	Hypertrophic cardiomyopathy (HCM)
nosce_4242_1:NCER_101664	K05692

### 05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
nosce_4242_1:NCER_101664	K05692

### 05414	Dilated cardiomyopathy
nosce_4242_1:NCER_101664	K05692

### 05416	Viral myocarditis
nosce_4242_1:NCER_100836	K03260
nosce_4242_1:NCER_101664	K05692

### 04940	Type I diabetes mellitus

### 04930	Type II diabetes mellitus
nosce_4242_1:NCER_100383	K00873
nosce_4242_1:NCER_101503	K18050
nosce_4242_1:NCER_101108	K00844

### 04932	Non-alcoholic fatty liver disease (NAFLD)
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100557	K08852
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_101782	K03237

### 04950	Maturity onset diabetes of the young

### 05110	Vibrio cholerae infection
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_102207	K02144
nosce_4242_1:NCER_100067	K02149
nosce_4242_1:NCER_101379	K02150
nosce_4242_1:NCER_101236	K10949
nosce_4242_1:NCER_102135	K02155
nosce_4242_1:NCER_101294	K02145
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_101494	K02151
nosce_4242_1:NCER_102049	K02147
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154

### 05111	Vibrio cholerae pathogenic cycle

### 05120	Epithelial cell signaling in Helicobacter pylori infection
nosce_4242_1:NCER_101494	K02151
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_102049	K02147
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_102135	K02155
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_101294	K02145
nosce_4242_1:NCER_100067	K02149
nosce_4242_1:NCER_102207	K02144
nosce_4242_1:NCER_101379	K02150

### 05130	Pathogenic Escherichia coli infection
nosce_4242_1:NCER_101090	K11294
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_101053	K07375
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101746	K07374
nosce_4242_1:NCER_101664	K05692

### 05132	Salmonella infection
nosce_4242_1:NCER_100146	K04393
nosce_4242_1:NCER_100310	K10413
nosce_4242_1:NCER_101664	K05692

### 05131	Shigellosis
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100146	K04393

### 05133	Pertussis
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_100589	K05765

### 05134	Legionellosis
nosce_4242_1:NCER_100457	K07874
nosce_4242_1:NCER_102023	K03283
nosce_4242_1:NCER_101048	K13525
nosce_4242_1:NCER_101480	K07953
nosce_4242_1:NCER_101816	K03231

### 05150	Staphylococcus aureus infection

### 05152	Tuberculosis
nosce_4242_1:NCER_101200	K02155
nosce_4242_1:NCER_101035	K02154
nosce_4242_1:NCER_102135	K02155
nosce_4242_1:NCER_101472	K02146
nosce_4242_1:NCER_102207	K02144
nosce_4242_1:NCER_100397	K02183
nosce_4242_1:NCER_101385	K08066
nosce_4242_1:NCER_100724	K07889
nosce_4242_1:NCER_101680	K04043
nosce_4242_1:NCER_100588	K04513

### 05100	Bacterial invasion of epithelial cells
nosce_4242_1:NCER_100588	K04513
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100146	K04393

### 05166	HTLV-I infection
nosce_4242_1:NCER_101420	K03357
nosce_4242_1:NCER_100029	K14290
nosce_4242_1:NCER_100665	K08874
nosce_4242_1:NCER_101336	K02216
nosce_4242_1:NCER_102193	K02328
nosce_4242_1:NCER_101711	K07936
nosce_4242_1:NCER_100715	K02180
nosce_4242_1:NCER_100832	K00787
nosce_4242_1:NCER_100127	K04802
nosce_4242_1:NCER_101069	K02327
nosce_4242_1:NCER_100760	K11126
nosce_4242_1:NCER_101929	K03363
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101083	K03355
nosce_4242_1:NCER_101010	K03350
nosce_4242_1:NCER_101332	K06640
nosce_4242_1:NCER_102329	K15306
nosce_4242_1:NCER_100184	K02324
nosce_4242_1:NCER_102344	K03120
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_101910	K00787
nosce_4242_1:NCER_100616	K06062
nosce_4242_1:NCER_100312	K11304

### 05162	Measles
nosce_4242_1:NCER_101782	K03237
nosce_4242_1:NCER_100221	K16194
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_100939	K14753
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_102023	K03283

### 05164	Influenza A
nosce_4242_1:NCER_101782	K03237
nosce_4242_1:NCER_101910	K00787
nosce_4242_1:NCER_100221	K16194
nosce_4242_1:NCER_101464	K14404
nosce_4242_1:NCER_101237	K14298
nosce_4242_1:NCER_100776	K12812
nosce_4242_1:NCER_100832	K00787
nosce_4242_1:NCER_101367	K09523
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_102023	K03283
nosce_4242_1:NCER_101664	K05692
nosce_4242_1:NCER_100029	K14290

### 05161	Hepatitis B
nosce_4242_1:NCER_101348	K16197
nosce_4242_1:NCER_100500	K06620
nosce_4242_1:NCER_100127	K04802

### 05160	Hepatitis C
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101119	K04354
nosce_4242_1:NCER_100221	K16194
nosce_4242_1:NCER_101782	K03237

### 05168	Herpes simplex infection
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_102024	K03134
nosce_4242_1:NCER_100221	K16194
nosce_4242_1:NCER_102196	K03131
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_101782	K03237
nosce_4242_1:NCER_102344	K03120
nosce_4242_1:NCER_100657	K06269
nosce_4242_1:NCER_101491	K03094
nosce_4242_1:NCER_101719	K03006
nosce_4242_1:NCER_101487	K11838
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_101622	K03130

### 05169	Epstein-Barr virus infection
nosce_4242_1:NCER_102312	K03007
nosce_4242_1:NCER_100072	K03037
nosce_4242_1:NCER_102232	K03013
nosce_4242_1:NCER_101243	K03011
nosce_4242_1:NCER_101324	K03039
nosce_4242_1:NCER_101516	K03035
nosce_4242_1:NCER_100585	K03025
nosce_4242_1:NCER_100592	K03029
nosce_4242_1:NCER_100068	K03063
nosce_4242_1:NCER_102344	K03120
nosce_4242_1:NCER_102096	K03062
nosce_4242_1:NCER_100401	K03012
nosce_4242_1:NCER_101022	K03022
nosce_4242_1:NCER_100180	K03065
nosce_4242_1:NCER_100546	K03038
nosce_4242_1:NCER_100476	K03066
nosce_4242_1:NCER_100681	K03136
nosce_4242_1:NCER_100221	K16194
nosce_4242_1:NCER_100983	K03010
nosce_4242_1:NCER_100711	K03064
nosce_4242_1:NCER_100185	K03115
nosce_4242_1:NCER_100587	K02087
nosce_4242_1:NCER_100338	K03124
nosce_4242_1:NCER_100421	K03030
nosce_4242_1:NCER_101348	K16197
nosce_4242_1:NCER_100965	K03137
nosce_4242_1:NCER_100750	K03097
nosce_4242_1:NCER_102023	K03283
nosce_4242_1:NCER_100029	K14290
nosce_4242_1:NCER_101487	K11838
nosce_4242_1:NCER_100429	K03028
nosce_4242_1:NCER_101711	K07936
nosce_4242_1:NCER_100015	K03061
nosce_4242_1:NCER_101277	K03008
nosce_4242_1:NCER_100041	K03021
nosce_4242_1:NCER_101623	K03015
nosce_4242_1:NCER_101103	K10591
nosce_4242_1:NCER_100950	K03033
nosce_4242_1:NCER_100370	K03019
nosce_4242_1:NCER_101107	K03018
nosce_4242_1:NCER_101150	K03036
nosce_4242_1:NCER_101957	K03032
nosce_4242_1:NCER_100268	K03027
nosce_4242_1:NCER_100734	K03083
nosce_4242_1:NCER_101719	K03006
nosce_4242_1:NCER_100451	K06067

### 05146	Amoebiasis
nosce_4242_1:NCER_100724	K07889

### 05144	Malaria

### 05145	Toxoplasmosis
nosce_4242_1:NCER_102023	K03283

### 05140	Leishmaniasis

### 05142	Chagas disease (American trypanosomiasis)
nosce_4242_1:NCER_100437	K04382
nosce_4242_1:NCER_100550	K03456
nosce_4242_1:NCER_101119	K04354

### 05143	African trypanosomiasis

### 00312	beta-Lactam resistance

### 07011	Penicillins

### 07012	Cephalosporins - parenteral agents

### 07013	Cephalosporins - oral agents

### 07021	Aminoglycosides

### 07019	Tetracyclines

### 07020	Macrolides and ketolides

### 07014	Quinolones

### 07023	Rifamycins

### 07026	Antifungal agents

### 07044	Antivirals

### 07053	Anti-HIV agents

### 07040	Antineoplastics - alkylating agents

### 07041	Antineoplastics - antimetabolic agents

### 07042	Antineoplastics - agents from natural products

### 07043	Antineoplastics - hormones

### 07045	Antineoplastics - protein kinases inhibitors

### 07032	Hypnotics

### 07030	Anxiolytics

### 07033	Anticonvulsants

### 07015	Local analgesics

### 07039	Opioid analgesics

### 07028	Antipsychotics

### 07029	Phenothiazines

### 07031	Butyrophenones

### 07027	Antidepressants

### 07056	Agents for Alzheimer-type dementia

### 07057	Antiparkinsonian agents

### 07055	Sulfonamide derivatives - overview

### 07016	Sulfonamide derivatives - sulfa drugs

### 07017	Sulfonamide derivatives - diuretics

### 07018	Sulfonamide derivatives - hypoglycemic agents

### 07037	Antiarrhythmic drugs

### 07038	Antiulcer drugs

### 07046	Immunosuppressive agents

### 07047	Osteoporosis drugs

### 07048	Antimigraines

### 07049	Antithrombosis agents

### 07050	Antirheumatics - DMARDs and biological agents

### 07051	Antidiabetics

### 07052	Antidyslipidemic agents

### 07054	Antiglaucoma agents

### 07220	Cholinergic and anticholinergic drugs

### 07215	alpha-Adrenergic receptor agonists/antagonists

### 07214	beta-Adrenergic receptor agonists/antagonists

### 07213	Dopamine receptor agonists/antagonists

### 07212	Histamine H1 receptor antagonists

### 07227	Histamine H2/H3 receptor agonists/antagonists

### 07211	Serotonin receptor agonists/antagonists

### 07228	Eicosanoid receptor agonists/antagonists

### 07224	Opioid receptor agonists/antagonists

### 07229	Angiotensin receptor and endothelin receptor antagonists

### 07225	Glucocorticoid and meneralocorticoid receptor agonists/antagonists

### 07226	Progesterone, androgen and estrogen receptor agonists/antagonists

### 07223	Retinoic acid receptor (RAR) and retinoid X receptor (RXR) agonists/antagonists

### 07222	Peroxisome proliferator-activated receptor (PPAR) agonists

### 07221	Nicotinic cholinergic receptor antagonists

### 07230	GABA-A receptor agonists/antagonists

### 07036	Calcium channel blocking drugs

### 07231	Sodium channel blocking drugs

### 07232	Potassium channel blocking and opening drugs

### 07235	N-Metyl-D-aspartic acid receptor antagonists

### 07233	Ion transporter inhibitors

### 07234	Neurotransmitter transporter inhibitors

### 07216	Catecholamine transferase inhibitors

### 07219	Cyclooxygenase inhibitors

### 07024	HMG-CoA reductase inhibitors

### 07217	Renin-angiotensin system inhibitors

### 07218	HIV protease inhibitors

### 07025	Quinolines

### 07034	Eicosanoids

### 07035	Prostaglandins

### 07110	Benzoic acid family

### 07112	1,2-Diphenyl substitution family

### 07114	Naphthalene family

### 07117	Benzodiazepine family

